week,BgRdShoes,Gh8stfaceKillah,ThunderDunk,bhamm21,jcsalvo,mattruscio,mtthompson50,shepmcallister,tonykauff,willjrush
1,19.54,0.0,0.0,24.1,0.0,0.0,0.0,0.0,10.0,0.0
