user_id,user_name,week,opponent_id,opponent_name,points_for,points_against,points_spread,playoffs,wins,losses,ties,current_period,waiver_budget_left,division,points_potential,win_streak,record,leauge_id,year
861005337191354368,Gh8stfaceKillah,14,860620212628754432,svh1126,154.38,111.98,42.4,False,1,0,0,True,58.0,1.0,1866.34,2W,WWWLWLWWLLLLWW,860234229617971200,2022
460510059265257472,bhamm21,1,861005337191354368,Gh8stfaceKillah,24.1,0.0,24.1,False,1,0,0,True,100.0,2.0,,,,995872079285313536,2023
861005337191354368,Gh8stfaceKillah,1,460510059265257472,bhamm21,0.0,24.1,-24.1,False,0,1,0,True,100.0,1.0,,,,995872079285313536,2023
461711675867787264,jcsalvo,1,460534003280113664,tonykauff,0.0,10.0,-10.0,False,0,1,0,True,100.0,2.0,,,,995872079285313536,2023
460534003280113664,tonykauff,1,461711675867787264,jcsalvo,10.0,0.0,10.0,False,1,0,0,True,100.0,2.0,,,,995872079285313536,2023
860555918687993856,shepmcallister,1,335814844546564096,willjrush,0.0,0.0,0.0,False,0,0,1,True,100.0,2.0,,,,995872079285313536,2023
335814844546564096,willjrush,1,860555918687993856,shepmcallister,0.0,0.0,0.0,False,0,0,1,True,100.0,2.0,,,,995872079285313536,2023
996918267551825920,BgRdShoes,1,861010256195612672,mtthompson50,19.54,0.0,19.54,False,1,0,0,True,100.0,1.0,,,,995872079285313536,2023
861010256195612672,mtthompson50,1,996918267551825920,BgRdShoes,0.0,19.54,-19.54,False,0,1,0,True,100.0,1.0,,,,995872079285313536,2023
465576697861763072,ThunderDunk,1,861029102113644544,mattruscio,0.0,0.0,0.0,False,0,0,1,True,100.0,1.0,,,,995872079285313536,2023
861029102113644544,mattruscio,1,465576697861763072,ThunderDunk,0.0,0.0,0.0,False,0,0,1,True,100.0,1.0,,,,995872079285313536,2023
