week,CSAINTB,JeanyusMusic,Meatball1016,bhamm21,csak,ericbmg,jcsalvo,jtschwamburger,kennedynickerson,kmpeoples,qbauducco,ttester9842
1,13.4,8.0,28.94,0.0,0.0,0.0,3.0,0.0,0.0,19.1,8.0,0.0
